2M18	1.0
4XK0	0.993867694854597
1MY9	0.9752253776582147
3IBK	0.9570919404511206
2RQJ	0.9563425277842024
8UTG	0.9547596499129652
8Q4O	0.9510127083054376
9WHV	0.9510127083054376
7Q48	0.9470377110442966
7Q6L	0.9470377110442966
7QA2	0.9470377110442966
6H1K	0.9369886550376746
7PS8	0.9338235079305183
2GRB	0.9306058964589597
5N8R	0.9289839137685482
4L0A	0.9278165816606005
7ALU	0.9274219425204806
8U5R	0.9262612141057321
3MIJ	0.9260462441114534
2KBP	0.9249004272619932
8U60	0.921037723217003
8U5K	0.9206649949483269
8X0S	0.9157860525130552
5N94	0.9127768377743425
5N8U	0.9108658446032306
5N9E	0.9108658446032306
6FFR	0.9091810811797787
5N9A	0.9077715426470768
5N9D	0.9077715426470768
6GE1	0.9069137320300423
8U5P	0.9043029299704204
5N8Z	0.8996556950006696
5N9F	0.8996556950006696
8U5T	0.8989863178780538
8U5Z	0.8989863178780538
5N8S	0.8963727160959696
5N90	0.8963727160959696
5N96	0.8963727160959696
5N98	0.8963727160959696
9HRF	0.8860085087217442
8U5J	0.8849084612481893
8TNS	0.8822966853720589
9HRD	0.8761007778359363
9HRG	0.8761007778359363
6JJI	0.8586411607892783
5UA3	0.8577820111745444
6LDM	0.8502113790459034
8VJT	0.8497566067363758
4KI2	0.8488023274214557
6JJH	0.845120327202347
7SXP	0.843814074083091
7MKT	0.8435018441650133
8ARK	0.8389524168908473
1OZ8	0.8375436087205268
8PNK	0.8348698129055033
4Q9Q	0.8332338620345462
4Q9R	0.8332338620345462
4KZE	0.8247344524108046
2RSK	0.8140807172158586
2RU7	0.8107456391279473
4KZD	0.8082930822509768
2L42	0.8056405886720795
6DB8	0.7982311231756157
6DB9	0.7982311231756157
4DB4	0.7979305790556415
3I62	0.7956077832284452
3SQW	0.7956077832284452
3SQX	0.7956077832284452
3UKG	0.793329965551241
1IGN	0.7927608915290136
6E81	0.7909863543961729
4DB2	0.7893249017053963
3I61	0.7892137648963494
9CB5	0.7891037844944067
6K84	0.7869938284378766
1SKH	0.7863422234665434
4TZ6	0.7852568441041498
4TYW	0.7851622317439837
4TYY	0.7851622317439837
3I5X	0.7847522854256187
3I5Y	0.7846410268895084
4TYN	0.7844070066097796
8ARP	0.7821583425643024
6E82	0.7816996141252085
6E84	0.7816996141252085
4GFB	0.7774125695365851
4TZ0	0.7768138549743765
3CZ6	0.7743056688293508
5FHH	0.7665893902691385
8EYW	0.7592536305096712
8F0N	0.7592536305096712
6HPH	0.7584633784129226
6HPQ	0.7584633784129226
6HPT	0.7584633784129226
1DWY	0.757462781950311
1DWZ	0.757462781950311
1DX0	0.757462781950311
1DX1	0.757462781950311
6C63	0.7544428552300033
6C64	0.7544428552300033
6C65	0.7544428552300033
8VXZ	0.7535613078355712
6Q6R	0.7521577339289846
6E8T	0.7509637131623473
8EYU	0.7506185560735719
8EYV	0.7506185560735719
4TS0	0.7461900646370708
4TS2	0.7461900646370708
6HPU	0.7448026195664083
8VXX	0.744721610205597
8VY0	0.744721610205597
8VY1	0.744721610205597
9FB8	0.7410623120838455
6E80	0.7391610570778202
9FI9	0.7362798992099914
8VVD	0.7308655402855717
2N21	0.7270027145135178
5V3F	0.7254288444449855
6E8U	0.7251752261080207
